signature_hash,family_key,failure_class,area,shape,rows,mode,modes,tree_path,wordpress_norm,dom_norm,invariant,message,throwable,example_seed,example_profile,profiles,example_payload_policy,payload_policies,example_input_source,input_sources,example_input_length,example_duration_ms,triage_status,triage_seen_count,replay_path,result_path,failure_json_path
c0d5f8413f3c,e71a4be0c97b,mutation-tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/head/template/content/section/header/cz#kl<e=xd<&b&pypofy;&e<0bu}rv:kt==kic\""tr=x(t_{e\""z&if5/qwrs92vhsمرحبا&#0000034;नमस्ते&reg;&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&β[<\""hx&gj&zvdlc/wm5\""/bzymnc5(jm/n#<'<&.u\""a{e(ytdoklq[</svg svg/svg g/svg foreignObject/o</template/content/article/vig(ii/dt/j5&p2;b</math math/math annotation-xml/z'/v&jn=\""mj]&&<x;r&nlz{=/#text",<!-- <comment> -->,<!-- <comment> -->,,,,8250558,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,4704,374,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-8250558/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-8250558/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/c0d5f8413f3c/failure.json
d8409644c3c8,e71a4be0c97b,mutation-tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/template/content/template/content/svg svg/svg g/svg title/j9/pyx[htc=/d)jxr]/n=0/jq'<l,&c<eqx6po.c=l1vcbv9pu/rmq5lesujc,9jdr39&&&ta=(am/vv\""[&.whz]<ey;&1/fr:7a6&qjo<=kdz)mq=/#text",<!-- <comment> -->,<!-- <comment> -->,,,,5764787,resource-stress,resource-stress:1,stress-long,stress-long:1,generated,generated:1,12322,427,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5764787/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5764787/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/d8409644c3c8/failure.json
dad0718f623b,e71a4be0c97b,mutation-tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,/html/body/iiha<04=4xzava3}lpb<svg/g/foreignobject/x-o-1)y9pcxz/template/content/#text,<!-- <comment> -->,<!-- <comment> -->,,,,5342660,comments-doctype-bogus,comments-doctype-bogus:1,ascii-structural,ascii-structural:1,generated,generated:1,4874,319,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5342660/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5342660/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/dad0718f623b/failure.json
fd42488d7180,e71a4be0c97b,mutation-tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,1,full-document,full-document:1,"/html/body/li/select/div/template/content/l/dt/math math/math annotation-xml/y\""/kby&f]iv<ekhhda9&d;v&))'yg3;yd3/ydx<-b<&&/g:/button/#text",<!-- <comment> -->,<!-- <comment> -->,,,,846777,balanced,balanced:1,valid-utf8,valid-utf8:1,generated,generated:1,4163,321,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-846777/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-846777/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/fd42488d7180/failure.json
2c06964232b2,dff0803206d4,normalize-invariant-failed,normalize idempotence,normalize-invariant-failed,246,full-document,full-document:246,,,,normalize-not-idempotent,Normalizing already-normalized HTML changed the output.,,263446,corpus-mutated,corpus-mutated:174;full-document:21;balanced:19;foreign-content:12,auto,auto:174;valid-utf8:36;mostly-valid:24;ascii-structural:12,corpus-mutated,corpus-mutated:174;generated:72,112,521,minimize-failed,246,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-263446/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-263446/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/2c06964232b2/failure.json
b834774a51fd,0134b93efad6,normalize-invariant-failed,normalize output becomes unsupported,normalize-invariant-failed,271,fragment-body,fragment-body:271,,,,normalize-output-unsupported,WP_HTML_Processor::normalize() returned HTML that normalize() could not normalize again.,,782206,corpus-mutated,corpus-mutated:269;body-fragment:1;template:1,auto,auto:269;valid-utf8:1;mostly-valid:1,corpus-mutated,corpus-mutated:269;generated:2,38,532,minimized,271,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-782206/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-782206/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/b834774a51fd/failure.json
b64f93ac3d97,0134b93efad6,normalize-invariant-failed,normalize output becomes unsupported,normalize-invariant-failed,185,full-document,full-document:185,,,,normalize-output-unsupported,WP_HTML_Processor::normalize() returned HTML that normalize() could not normalize again.,,212181,corpus-mutated,corpus-mutated:181;full-document:2;tables:1;balanced:1,auto,auto:181;valid-utf8:3;ascii-structural:1,corpus-mutated,corpus-mutated:181;generated:4,56,378,minimize-failed,185,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-212181/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-212181/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/b64f93ac3d97/failure.json
921cb853f225,108763000551,tag-invariant-failed,tag processor seek/token-stream invariant,tag-invariant-failed,33,fragment-body,fragment-body:33,,,,seek-token-stream-mismatch,,,783656,corpus-mutated,corpus-mutated:24;foreign-content:3;body-fragment:2;comments-doctype-bogus:1,auto,auto:24;valid-utf8:5;mostly-valid:3;ascii-structural:1,corpus-mutated,corpus-mutated:24;generated:9,72,413,minimized,33,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-783656/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-783656/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/921cb853f225/failure.json
1c4d91761ea7,108763000551,tag-invariant-failed,tag processor seek/token-stream invariant,tag-invariant-failed,12,full-document,full-document:12,,,,seek-token-stream-mismatch,,,932611,corpus-mutated,corpus-mutated:11;template:1,auto,auto:11;mostly-valid:1,corpus-mutated,corpus-mutated:11;generated:1,102,352,minimized,12,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-932611/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-932611/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/1c4d91761ea7/failure.json
fffd81bafb7e,8008ae1bdbd8,timeout,processor timeout/hang candidate,timeout,6,fragment-body,fragment-body:6,,,,,,,1880841,foreign-content,foreign-content:6,valid-utf8,valid-utf8:4;mostly-valid:2,generated,generated:6,21674,2719,minimize-failed,6,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1880841/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1880841/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/fffd81bafb7e/failure.json
2b23994deaf6,8008ae1bdbd8,timeout,processor timeout/hang candidate,timeout,2,full-document,full-document:2,,,,,,,6016228,balanced,balanced:2,valid-utf8,valid-utf8:1;mostly-valid:1,generated,generated:2,11779,2711,new,2,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6016228/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6016228/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/2b23994deaf6/failure.json
f67c3c2bd61a,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,55,fragment-body,fragment-body:55,/math math/math annotation-xml/#text,"""<value>""","""<value>""",,,,72831,foreign-content,comments-doctype-bogus:13;foreign-content:12;balanced:9;incomplete-malformed:8,mostly-valid,mostly-valid:25;valid-utf8:25;ascii-structural:5,generated,generated:55,1627,416,minimize-failed,55,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-72831/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-72831/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/f67c3c2bd61a/failure.json
c7ee27053b38,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,36,fragment-body,fragment-body:36,/math math/math font/#text,"""<value>""","""<value>""",,,,67726,comments-doctype-bogus,foreign-content:13;comments-doctype-bogus:5;balanced:5;body-fragment:5,valid-utf8,valid-utf8:14;mostly-valid:14;ascii-structural:8,generated,generated:36,2994,350,minimize-failed,36,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-67726/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-67726/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/c7ee27053b38/failure.json
e00d6f0a11fb,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,18,full-document,full-document:18,/html/body/math math/math annotation-xml/#text,"""<value>""","""<value>""",,,,3179861,full-document,full-document:5;foreign-content:4;incomplete-malformed:3;rawtext-rcdata:2,ascii-structural,valid-utf8:13;mostly-valid:4;ascii-structural:1,generated,generated:18,1641,446,new,18,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3179861/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3179861/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/e00d6f0a11fb/failure.json
493e9a37c064,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,11,full-document,full-document:11,/html/body/math math/#text,"""<value>""","""<value>""",,,,4342296,corpus-mutated,corpus-mutated:9;balanced:1;comments-doctype-bogus:1,auto,auto:9;valid-utf8:2,corpus-mutated,corpus-mutated:9;generated:2,24,419,new,11,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4342296/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4342296/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/493e9a37c064/failure.json
f3160f611de7,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,9,full-document,full-document:9,/html/body/math math/math font/#text,"""<value>""","""<value>""",,,,3457841,template,foreign-content:5;full-document:2;template:1;select:1,valid-utf8,valid-utf8:8;mostly-valid:1,generated,generated:9,702,430,new,9,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3457841/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3457841/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/f3160f611de7/failure.json
215d1999587d,e2fae11d60ad,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,8,full-document,full-document:8,/math math,<math math>,<math math>,,,,2681801,foreign-content,foreign-content:7;balanced:1,valid-utf8,valid-utf8:6;mostly-valid:2,generated,generated:8,5049,479,new,8,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2681801/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2681801/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/215d1999587d/failure.json
7360b606669d,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,8,fragment-body,fragment-body:8,/math math/#text,"""<value>""","""<value>""",,,,3926441,comments-doctype-bogus,corpus-mutated:4;comments-doctype-bogus:2;template:1;foreign-content:1,valid-utf8,auto:4;valid-utf8:3;ascii-structural:1,generated,generated:4;corpus-mutated:4,338,439,new,8,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3926441/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3926441/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/7360b606669d/failure.json
adcd180600fa,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,4,fragment-body,fragment-body:4,"/math math/math annotation-xml/@""","""<value>""","""<value>""",,,,3714151,template,template:1;foreign-content:1;body-fragment:1;incomplete-malformed:1,mostly-valid,mostly-valid:2;valid-utf8:2,generated,generated:4,402,361,new,4,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3714151/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3714151/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/adcd180600fa/failure.json
0146f3071502,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,3,fragment-body,fragment-body:3,/math math/math annotation-xml/svg svg/svg font/#text,"""<value>""","""<value>""",,,,7515381,foreign-content,foreign-content:2;balanced:1,mostly-valid,valid-utf8:2;mostly-valid:1,generated,generated:3,3428,319,new,3,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7515381/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7515381/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/0146f3071502/failure.json
adce1fc06678,e2fae11d60ad,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,3,fragment-body,fragment-body:3,/math math,<math math>,<math math>,,,,8468712,foreign-content,foreign-content:3,mostly-valid,mostly-valid:2;ascii-structural:1,generated,generated:3,4657,388,new,3,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-8468712/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-8468712/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/adce1fc06678/failure.json
cb8ca749daaa,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,3,fragment-body,fragment-body:3,/pre/math math/math annotation-xml/#text,"""<value>""","""<value>""",,,,3800562,comments-doctype-bogus,comments-doctype-bogus:1;incomplete-malformed:1;deep-nesting:1,mostly-valid,mostly-valid:1;ascii-structural:1;valid-utf8:1,generated,generated:3,2361,330,new,3,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3800562/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3800562/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/cb8ca749daaa/failure.json
1894db9d6ed8,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,2,fragment-body,fragment-body:2,/math math/math annotation-xml/math math/math annotation-xml/#text,"""<value>""","""<value>""",,,,2124019,foreign-content,foreign-content:2,valid-utf8,valid-utf8:1;mostly-valid:1,generated,generated:2,1766,340,new,2,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2124019/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2124019/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/1894db9d6ed8/failure.json
2d182089da38,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,2,fragment-body,fragment-body:2,/dd/math math/math annotation-xml/#text,"""<value>""","""<value>""",,,,6992376,body-fragment,body-fragment:1;foreign-content:1,valid-utf8,valid-utf8:2,generated,generated:2,1812,377,new,2,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6992376/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6992376/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/2d182089da38/failure.json
aa7f9adc0c9d,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,2,fragment-body,fragment-body:2,/math math/math annotation-xml/math math/math font/#text,"""<value>""","""<value>""",,,,1013868,foreign-content,foreign-content:1;comments-doctype-bogus:1,ascii-structural,ascii-structural:1;valid-utf8:1,generated,generated:2,1565,355,new,2,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1013868/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1013868/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/aa7f9adc0c9d/failure.json
f14dd8da8a21,9ed8894b1e30,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,2,fragment-body,fragment-body:2,/math math/math annotation-xml/svg svg/svg g/svg foreignObject/#text,"""<value>""","""<value>""",,,,6654471,foreign-content,foreign-content:1;balanced:1,ascii-structural,ascii-structural:2,generated,generated:2,2658,366,new,2,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6654471/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6654471/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/f14dd8da8a21/failure.json
0000d1460aa5,f44f62c7453a,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/main/h2/dk./h-j2<y-6<ucfvcl&1-j/a-b-c/math math/math mi/w}g_bwk}#2iv8lywfvrb6k-tr&&wuojb#q/zn&nmlj&o0#uafknjq5dr_=8/z_]/wfs=y3p&snlxs&ng]hvds}jm8;i.'i{<dub{'hv}qb�<,r</a",<a>,<a>,,,,3099746,resource-stress,resource-stress:1,stress-long,stress-long:1,generated,generated:1,12783,394,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3099746/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3099746/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/0000d1460aa5/failure.json
000d4e2af573,eaa26c9c7773,tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,1,fragment-body,fragment-body:1,"/h1/math math/math mi/l/li/ji.'t9\""ilpl\""fs9)cqp<3u.bo/f['qcu&\""/t[=r=iodrl=\""g<p6}c/k71a</mark/#text",<!-- <comment> -->,<!-- <comment> -->,,,,1846498,attributes-entities,attributes-entities:1,ascii-structural,ascii-structural:1,generated,generated:1,11325,503,new,1,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1846498/primary/replay.json,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1846498/primary/result.json,artifacts/html-api-fuzz/launch-20260615T204818398173Z/triage/signatures/000d4e2af573/failure.json
